Tipo,Data,Categoria,Valor,Descrição,Origem,Erro
"Anexo","14/01/2026","Boleto","237,11","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","243,41","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","24.441,04","","Lote Local",""
"Anexo","","Boleto","254,75","47 728 442 HENRIQUE JUNIOR NUN  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","17/12/2025","Boleto","311,00","ITA-SAT COMERCIO DE ANTENAS LT  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","Outras Retenções Cálculo do ISSQN devido no Município","Lote Local",""
"Anexo","12/12/2025","Boleto","34,00","BENSOCIAL GESTAO DE BENEFICIOS  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","","Lote Local",""
"Anexo","09/10/2025","Nota Fiscal / Produto","1.540,10","PORTAL QUINTA DOS PINHEIROS","Lote Local",""
"Anexo","03/10/2025","Nota Fiscal / Produto","1.308,19","PORTAL QUINTA DOS PINHEIROS","Lote Local",""
"Anexo","04/10/2025","Nota Fiscal / Produto","1.100,27","PORTAL QUINTA DOS PINHEIROS","Lote Local",""
"Anexo","","Nota Fiscal / Produto","","","Lote Local",""
"Anexo","","Nota Fiscal / Produto","","","Lote Local",""
"Anexo","08/11/2025","Nota Fiscal / Produto","637,80","PORTAL QUINTA DOS PINHEIROS","Lote Local",""
"Anexo","02/12/2025","Nota Fiscal / Produto","749,49","PORTAL QUINTA DOS PINHEIROS","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","17/12/2025","Boleto","374,74","P P RIBEIRO TINTAS LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","15/01/2026","Boleto","374,75","P P RIBEIRO TINTAS LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","12/12/2025","Boleto","420,00","BRATSEG SEGURANCA ELETRONICA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","14/01/2026","Boleto","562,33","BRAZIL COMERCIO E MANUTENCAO D  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","20/02/2026","Boleto","562,33","BRAZIL COMERCIO E MANUTENCAO D  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","13/03/2026","Boleto","562,33","BRAZIL COMERCIO E MANUTENCAO D  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","14/01/2026","Boleto","562,33","BRAZIL COMERCIO E MANUTENCAO D  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","550,14","STAR SEG C P SEGURANCA LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","22/04/2026","Boleto","562,33","BRAZIL COMERCIO E MANUTENCAO D  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","58,00","VIDAS REAIS CENTRO DE SOLUCOES  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","592,25","","Lote Local",""
"Anexo","","Outros","616,21","","Lote Local",""
"Anexo","","Outros","619,07","","Lote Local",""
"Anexo","19/12/2025","Outros","625,77","","Lote Local",""
"Anexo","","Outros","628,07","","Lote Local",""
"Anexo","06/11/2025","Boleto","562,37","BRAZIL COMERCIO E MANUTENCAO D  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","637,80","P P RIBEIRO TINTAS LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","657,56","","Lote Local",""
"Anexo","12/12/2025","Boleto","562,33","BRAZIL COMERCIO E MANUTENCAO D  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","654,10","STAR SEG C P SEGURANCA LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","687,45","","Lote Local",""
"Anexo","12/12/2025","Boleto","770,05","P P RIBEIRO TINTAS LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","19/11/2025","Boleto","770,05","P P RIBEIRO TINTAS LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","829,86","","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","9.162,71","","Lote Local",""
"Anexo","13/11/2025","Boleto","981,67","ARTICA SAUDE AMBIENTAL LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","17/12/2025","Boleto","981,67","ARTICA SAUDE AMBIENTAL LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","15/01/2026","Boleto","981,67","ARTICA SAUDE AMBIENTAL LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","17/12/2025","Boleto","981,67","ARTICA SAUDE AMBIENTAL LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","07/10/2025","Boleto","981,67","ARTICA SAUDE AMBIENTAL LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","99,99","","Lote Local",""
"Anexo","","RH / Folha","","do Colaborador","Lote Local",""
"Anexo","","Boleto","","Vencimento Valor do Documento","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","1.313,00","","Lote Local",""
"Anexo","12/12/2025","Boleto","340,98","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","243,16","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","223,66","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","223,43","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","23/09/2025","Boleto","237,11","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","13/11/2025","Boleto","981,67","ARTICA SAUDE AMBIENTAL LTDA  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","102,30","","Lote Local",""
"Anexo","12/12/2025","Boleto","4.157,07","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","4.157,07","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","568,85","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","502,34","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","341,33","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","12/12/2025","Boleto","340,98","ELEVADORES ATLAS SCHINDLER LTD  CPF/CNPJ do beneficiário:  Data de vencimento:","Lote Local",""
"Anexo","11/12/2025","Outros","637,80","P P RIBEIRO TINTAS LTDA - CNPJ: 03.516.736/0001-05","Lote Local",""
"Anexo","22/12/2025","Outros","374,74","P P RIBEIRO TINTAS LTDA - CNPJ: 03.516.736/0001-05","Lote Local",""
"Anexo","","Boleto","","Final","Lote Local",""
"Anexo","","Outros","26,00","/CPF/CNPJ","Lote Local",""
"Anexo","26/09/2025","Boleto","","ARTICA SAUDE AMBIENTAL LTDA intermediado","Lote Local",""
"Anexo","10/11/2025","Outros","770,05","P P RIBEIRO TINTAS LTDA - CNPJ: 03.516.736/0001-05","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Outros","311,00","/ Endereço CNPJ Nosso Número","Lote Local",""
"Anexo","03/11/2025","Outros","550,13","GRUPO INNOVATIE - CNPJ: 10.697.553/0001-07","Lote Local",""
"Anexo","15/12/2025","Boleto","1.518,00","BARRACA E ADVOGADOS ASSOCIADOS  CNPJ/CPF: 04.792.836/0001-27","Lote Local",""
"Anexo","15/12/2025","Boleto","","336 - 0 33690.00033   17163.790268   67120.571038   6   12960000108000","Lote Local",""
"Anexo","15/12/2025","Boleto","","336 - 0 33690.00033   17163.790276   23022.241030   1   12960000025475","Lote Local",""
"Anexo","","Erro","","","Lote Local","Falha ao processar imagem: tesseract is not installed or it's not in your PATH. See README file for more information."
"Anexo","","Outros","","","Lote Local",""
"Anexo","","Outros","","VencimentoValor do Documento(-) Desconto / Abatimento(-) Outras deduções(+) Mora / Multa(+) Outros acréscimos(=) Valor cobradoNome do pagadorNúmero do DocumentoEndereçoMunícipioUFCEPMensagem PagadorDados do Pagador","Lote Local",""
"Anexo","02/12/2025","Nota Fiscal / Produto","12.631,75","","Lote Local",""
"Anexo","14/11/2025","Nota Fiscal / Produto","","PORTAL QUINTA DOS PINHEIROS","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","","Lote Local",""
"Anexo","25/11/2025","Outros","","","Lote Local",""
"Anexo","19/12/2025","Impostos/Taxas","625,77","Guia do FGTS Digital","Lote Local",""
"Anexo","19/12/2025","Outros","","","Lote Local",""
"Anexo","19/12/2025","Outros","","","Lote Local",""
"Anexo","19/12/2025","Outros","","","Lote Local",""
"Anexo","09/11/2025","Outros","","","Lote Local",""
"Anexo","09/12/2025","Outros","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","31/10/2025","Outros","654,09","GRUPO INNOVATIE - CNPJ: 10.697.553/0001-07","Lote Local",""
"Anexo","","Nota Fiscal / Produto","1.313,00","","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","Outras Retenções Cálculo do ISSQN devido no Município","Lote Local",""
"Anexo","","Nota Fiscal / Produto","1.299,86","PORTAL QUINTA DOS PINHEIROS","Lote Local",""
"Anexo","","Nota Fiscal / Produto","","","Lote Local",""
"Anexo","26/09/2025","Nota Fiscal / Produto","",": DA TA DA EMISSÃO:","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","","Lote Local",""
"Anexo","25/11/2025","Nota Fiscal / Produto","","","Lote Local",""
"Anexo","","Erro","","","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","","Lote Local",""
"Anexo","19/11/2025","Nota Fiscal / Produto","0,00","","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","Outras Retenções Cálculo do ISSQN devido no Município","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","","Lote Local",""
"Anexo","","Boleto","",")","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","","Lote Local",""
"Anexo","","Nota Fiscal / Serviço","","","Lote Local",""
"Anexo","","RH / Folha","","do Colaborador","Lote Local",""
"Anexo","","RH / Folha","","","Lote Local",""
"Anexo","","RH / Folha","","do Colaborador","Lote Local",""
"Anexo","10/12/2025","Boleto","","Vencimento Valor do Documento","Lote Local",""
"Anexo","10/12/2025","Boleto","","Vencimento Valor do Documento","Lote Local",""
