Tipo,Data,Categoria,Valor,Descrição,Origem,Erro
"Documento Principal","05/01/2026","Agua","0,00","","", ""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=8a89d97f58a7abe818c63a93e7a0e814eb40f5a3&ferramenta=DESPESA&id=61092&idParcela=65420",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=3d9bfbb70877ca56a96840a2a60eb5ec3ffd1cce&ferramenta=DESPESA&id=62244&idParcela=66682",""
"Anexo","","Outros","46,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=797dec5ff7102fc07ddd81bfe008b803dabc8131&ferramenta=DESPESA&id=61094&idParcela=65423",""
"Anexo","","Outros","46,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=782475da2835014b1ebd903eaba3d1259043056a&ferramenta=DESPESA&id=62182&idParcela=66617",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=d41dea93b715af98f7283e9f52e7708434075bfd&ferramenta=DESPESA&id=61111&idParcela=65441",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=b72bd140657e56e2a57bcf9c3bcddd371c9395d5&ferramenta=DESPESA&id=60350&idParcela=64604",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=f8fdc05f558da4bf4b90d47b065f90fbc4ff98eb&ferramenta=DESPESA&id=61090&idParcela=65418",""
"Anexo","08/01/2026","Outros","600,16","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=d5d202d32404f582581fbcd012c7281b942d75c2&ferramenta=DESPESA&id=61838&idParcela=66255",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=61ab0f107038784547cfdf2992977895920fa9a7&ferramenta=DESPESA&id=61095&idParcela=65425",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=dd32ddca495a5889ea72bb814e81d4ed5c168814&ferramenta=DESPESA&id=61093&idParcela=65421",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=57b9877ef49e478f741df8d44d7522166413d1b6&ferramenta=DESPESA&id=61096&idParcela=65426",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=bbbef5ae4961055a4c10b912663c974eb3f1f76b&ferramenta=DESPESA&id=63376&idParcela=67925",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=57ccff497e825ef7d141b6c9a1a21d7a74887606&ferramenta=DESPESA&id=62394&idParcela=66835",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=e0c111c7b022733e411a8b2f1b76552df5b9eaef&ferramenta=DESPESA&id=62396&idParcela=66837",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=1b486b686f1a16acf4f942de789dae001dbf7452&ferramenta=DESPESA&id=62398&idParcela=66839",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/arquivos?accesskey=68cdfc8ae690925a23dd1ff103bbe708d35b67f7&ferramenta=DESPESA&id=62397&idParcela=66838",""
