Tipo,Data,Categoria,Valor,Descricao,Origem,Erro
Anexo,17/12/2025,Pagamentos,,"ARTICA SAUDE AMBIENTAL LTDA CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: ARTICA SAUDE AMBIENTAL LTDA 31.910.661/0001-88 26/11/2025
Valor do boleto (R$);
981,67
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 981,67
Data de pagamento:
17/12/2025
Autenticação mecânica Pagamento realizado em espécie:
8B8EF4F4D457518BA372D3D531E157860A9A7A9A Não
Operação efetuada em 17/12/2025 às 19:01:33 via Sispag, CTRL 008917660088935.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59026_p7.pdf,
Anexo,15/01/2026,Pagamentos,,"ARTICA SAUDE AMBIENTAL LTDA CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: ARTICA SAUDE AMBIENTAL LTDA 31.910.661/0001-88 26/01/2026
Valor do boleto (R$);
981,67
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 981,67
Data de pagamento:
15/01/2026
Autenticação mecânica Pagamento realizado em espécie:
DEE549061F8624831C6E186AC9A91F43E9B950FD Não
Operação efetuada em 15/01/2026 às 15:44:47 via Sispag, CTRL 003017685026872.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59026_p8.pdf,
Anexo,26/01/2026,Pagamentos,"981,67",,doc_59026_p9.pdf,
,,,,,doc_59027_56.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,,RH / Folha,"6.200,00",,doc_59027_p1.pdf,
Anexo,24/02/2026,Pagamentos,"981,67",,doc_59027_p10.pdf,
Anexo,25/09/2025,Manuteno,"981,67",,doc_59027_p2.pdf,
Anexo,07/10/2025,Pagamentos,,"ARTICA SAUDE AMBIENTAL LTDA CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: ARTICA SAUDE AMBIENTAL LTDA 31.910.661/0001-88 26/09/2025
Valor do boleto (R$);
981,67
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 981,67
Data de pagamento:
07/10/2025
Autenticação mecânica Pagamento realizado em espécie:
1443ECEF319641F32C8B469B0E882C287C993EE5 Não
Operação efetuada em 07/10/2025 às 16:49:26 via Sispag, CTRL 006017598665667.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59027_p3.pdf,
Anexo,13/11/2025,Pagamentos,,"ARTICA SAUDE AMBIENTAL LTDA CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: ARTICA SAUDE AMBIENTAL LTDA 31.910.661/0001-88 26/10/2025
Valor do boleto (R$);
981,67
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 981,67
Data de pagamento:
13/11/2025
Autenticação mecânica Pagamento realizado em espécie:
4C0D17071697AF7485CDF46C132CD8BFFBB741EF Não
Operação efetuada em 13/11/2025 às 19:32:54 via Sispag, CTRL 002417630731745.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59027_p4.pdf,
Anexo,13/11/2025,Pagamentos,,"ARTICA SAUDE AMBIENTAL LTDA CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: ARTICA SAUDE AMBIENTAL LTDA 31.910.661/0001-88 26/10/2025
Valor do boleto (R$);
981,67
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 981,67
Data de pagamento:
13/11/2025
Autenticação mecânica Pagamento realizado em espécie:
4C0D17071697AF7485CDF46C132CD8BFFBB741EF Não
Operação efetuada em 13/11/2025 às 19:32:54 via Sispag, CTRL 002417630731745.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59027_p5.pdf,
Anexo,17/12/2025,Pagamentos,,"ARTICA SAUDE AMBIENTAL LTDA CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: ARTICA SAUDE AMBIENTAL LTDA 31.910.661/0001-88 26/11/2025
Valor do boleto (R$);
981,67
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 981,67
Data de pagamento:
17/12/2025
Autenticação mecânica Pagamento realizado em espécie:
8B8EF4F4D457518BA372D3D531E157860A9A7A9A Não
Operação efetuada em 17/12/2025 às 19:01:33 via Sispag, CTRL 008917660088935.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59027_p6.pdf,
Anexo,17/12/2025,Pagamentos,,"ARTICA SAUDE AMBIENTAL LTDA CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: ARTICA SAUDE AMBIENTAL LTDA 31.910.661/0001-88 26/11/2025
Valor do boleto (R$);
981,67
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 981,67
Data de pagamento:
17/12/2025
Autenticação mecânica Pagamento realizado em espécie:
8B8EF4F4D457518BA372D3D531E157860A9A7A9A Não
Operação efetuada em 17/12/2025 às 19:01:33 via Sispag, CTRL 008917660088935.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59027_p7.pdf,
Anexo,15/01/2026,Pagamentos,,"ARTICA SAUDE AMBIENTAL LTDA CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: ARTICA SAUDE AMBIENTAL LTDA 31.910.661/0001-88 26/01/2026
Valor do boleto (R$);
981,67
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 981,67
Data de pagamento:
15/01/2026
Autenticação mecânica Pagamento realizado em espécie:
DEE549061F8624831C6E186AC9A91F43E9B950FD Não
Operação efetuada em 15/01/2026 às 15:44:47 via Sispag, CTRL 003017685026872.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59027_p8.pdf,
Anexo,26/01/2026,Pagamentos,"981,67",,doc_59027_p9.pdf,
,,,,,doc_59142_36.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,26/09/2025,Nota Fiscal / Produto,"6.748,00",": C.N.P.J. / C.P.F.: DATA DA EMISSÃO:
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 26/09/2025
ENDEREÇO: BAIRRO: CEP: DATA ENTRADA / SAÍDA:
EST GERALDO COSTA CAMARGO, 555 (********) JARDIM SAO BENTO 13187-115 26/09/2025
MUNICÍPIO: UF: FONE / FAX: INSCRIÇÃO ESTADUAL: HORA DA SAÍDA:
HORTOLANDIA SP (19) 3266-5851 13:47:31
FATURA / DUPLICATAS
FATURA VALOR VENCTO FATURA VALOR VENCTO FATURA VALOR VENCTO FATURA VALOR VENCTO FATURA VALOR VENCTO
6290/1 562,3726/10/2025 6290/2 562,33 25/11/2025 6290/3 562,33 25/12/2025 6290/4 562,33 24/01/2026 6290/5 562,33 23/02/2026
6290/6 562,3325/03/2026 6290/7 562,33 24/04/2026 6290/8 562,33 24/05/2026 6290/9 562,33 23/06/2026 6290/10 562,33 23/07/2026
6290/11 562,3322/08/2026 6290/12 562,33 21/09/2026
CÁLCULO DO IMPOSTO
BASE DE CÁLCULO DO ICMS: VALOR DO ICMS: BASE DE CÁLCULO ICMS ST: VALOR DO ICMS SUBSTITUIÇÃO: VALOR TOTAL DOS PRODUTOS:
0,00 0,00 0,00 0,00 6.748,00
VALOR DO FRETE: VALOR DO SEGURO: DESCONTO: OUTRAS DESP. ACES.: VALOR DO IPI: VALOR APROX. TRIB.: VALOR FCP VALOR TOTAL DA NOTA:
0,00 0,00 0,00 0,00 0,00 0,00 6.748,00
TRANSPORTADOR / VOLUMES TRANSPORTADOS
TRANSPORTADORA: FRETE POR CONTA: PLACA VEÍCULO: UF: C.N.P.J. / C.P.F.:
SEM OCORRENCIA TRANSPORTE
ENDEREÇO MUNICÍPIO: UF: INSCRIÇÃO ESTADUAL:
QUANTIDADE: ESPÉCIE: MARCA: NÚMERO PESO BRUTO: PESO LÍQUIDO:
DADOS DO PRODUTO / SERVIÇOS
CÓDIGO DESCRIÇÃO NCM CSOSNCFOP UN. QTD. VALOR UNIT. VALOR TOTAL BC ICMS VALORALIQ. VALOR TRIB.
ICMS ICMS FCP APROX.
19 MANUTENÇÃO E RECARGA EXTINTOR AGUA 10 LITROS 38130090 0102 5102 UN 90,00 20,00 1.800,00 0,00 0,00 0,00 0,00 0,00
13 MANUTENÇÃO E RECARGA EXTINTOR 4KG BC 38130090 0102 5102 UN 110,00 26,00 2.860,00 0,00 0,00 0,00 0,00 0,00
20 MANUTENÇÃO E RECARGA EXTINTOR 4KG CO2 38130090 0102 5102 UN 4,00 75,00 300,00 0,00 0,00 0,00 0,00 0,00
16 MANUTENÇÃO E RECARGA EXTINTOR 6KG CO2 38130090 0102 5102 UN 8,00 75,00 600,00 0,00 0,00 0,00 0,00 0,00
81 MANGUEIRA TESTE 1.1/2 59090000 0102 5102 UN 111,00 8,00 888,00 0,00 0,00 0,00 0,00 0,00
23 MANUTENÇÃO E RECARGA EXTINTOR BC 50KG 38130090 0102 5102 UN 1,00 300,00 300,00 0,00 0,00 0,00 0,00 0,00
INSCRIÇÃO MUNICIPAL: VALOR TOTAL DOS SERVIÇOS: BASE DE CALCULO DO ISSQN: VALOR DO ISSQN:
DADOS ADICIONAIS
INFORMAÇÕES COMPLEMENTARES: RESERVADO AO FISCO:
- DOCUMENTO EMITIDO POR EMPRESA ME OU EPP OPTANTE PELO SIMPLES NACIONAL - NAO GERA DIREITO A CREDITO DE ISS E
IPI - - PAGAMENTO: BOLETO - 12 X - VENDEDOR: HIAGO BUBENIK
RECEBEMOS DE BRAZIL COMERCIO E MANUTENÇÃO DE EXTINTORES EIRELI - ME OS PRODUTOS E/OU SERVIÇOS
NF-e
CONSTANTES DA NOTA FISCAL ELETRÔNICA INDICADA AO LADO. EMISSÃO: 26/09/2025 VALOR TOTAL: 6748,00
DESTINATÁRIO: PORTAL QUINTA DOS PINHEIROS Nº 6290
DATA DO RECEBIMENTO IDENTIFICAÇÃO E ASSINATURA DO RECEBEDOR
SÉRIE: 1",doc_59142_p1.pdf,
Anexo,22/04/2026,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 24/04/2026
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 562,33
Data de pagamento:
22/04/2026
Autenticação mecânica Pagamento realizado em espécie:
577827DA237FCF9DE30453AC675D5189F444942D Não
Operação efetuada em 22/04/2026 às 10:47:27 via Sispag, CTRL 002817768656477.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59142_p10.pdf,
Anexo,26/10/2025,Outros,"562,37",,doc_59142_p2.pdf,
Anexo,06/11/2025,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 26/10/2025
Valor do boleto (R$);
562,37
(-) Desconto (R$):
0,00
(+)Juros/Mora/Multa (R$):
73,06
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 635,43
Data de pagamento:
06/11/2025
Autenticação mecânica Pagamento realizado em espécie:
6C9888CAF097558C7C1A65B13D9378416C735349 Não
Operação efetuada em 06/11/2025 às 16:52:37 via Sispag, CTRL 009417624587570.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59142_p3.pdf,
Anexo,12/12/2025,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 25/11/2025
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Juros/Mora/Multa (R$):
106,78
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 669,11
Data de pagamento:
12/12/2025
Autenticação mecânica Pagamento realizado em espécie:
8308150D1A7A16A0AEC60274DA6AD6CF7BE41A6C Não
Operação efetuada em 12/12/2025 às 17:33:58 via Sispag, CTRL 006117655716388.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59142_p4.pdf,
Anexo,14/01/2026,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 24/01/2026
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 562,33
Data de pagamento:
14/01/2026
Autenticação mecânica Pagamento realizado em espécie:
C5FEFAAF5924224C0617F4A6FC73CB3528E2AE25 Não
Operação efetuada em 14/01/2026 às 16:03:58 via Sispag, CTRL 007617684174381.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59142_p6.pdf,
Anexo,14/01/2026,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 24/01/2026
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 562,33
Data de pagamento:
14/01/2026
Autenticação mecânica Pagamento realizado em espécie:
C5FEFAAF5924224C0617F4A6FC73CB3528E2AE25 Não
Operação efetuada em 14/01/2026 às 16:03:58 via Sispag, CTRL 007617684174381.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59142_p7.pdf,
Anexo,20/02/2026,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 23/02/2026
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 562,33
Data de pagamento:
20/02/2026
Autenticação mecânica Pagamento realizado em espécie:
4C1E2FD1CD138F7B663151CC0A4C1A84051C0760 Não
Operação efetuada em 20/02/2026 às 16:33:46 via Sispag, CTRL 008917716160267.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59142_p8.pdf,
Anexo,13/03/2026,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 25/03/2026
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 562,33
Data de pagamento:
13/03/2026
Autenticação mecânica Pagamento realizado em espécie:
2C7E3FC3A263FA98A08009AC8A6A544A6945D530 Não
Operação efetuada em 13/03/2026 às 14:52:12 via Sispag, CTRL 006817734243325.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59142_p9.pdf,
,,,,,doc_59143_37.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,26/09/2025,Nota Fiscal / Produto,"6.748,00",": C.N.P.J. / C.P.F.: DATA DA EMISSÃO:
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 26/09/2025
ENDEREÇO: BAIRRO: CEP: DATA ENTRADA / SAÍDA:
EST GERALDO COSTA CAMARGO, 555 (********) JARDIM SAO BENTO 13187-115 26/09/2025
MUNICÍPIO: UF: FONE / FAX: INSCRIÇÃO ESTADUAL: HORA DA SAÍDA:
HORTOLANDIA SP (19) 3266-5851 13:47:31
FATURA / DUPLICATAS
FATURA VALOR VENCTO FATURA VALOR VENCTO FATURA VALOR VENCTO FATURA VALOR VENCTO FATURA VALOR VENCTO
6290/1 562,3726/10/2025 6290/2 562,33 25/11/2025 6290/3 562,33 25/12/2025 6290/4 562,33 24/01/2026 6290/5 562,33 23/02/2026
6290/6 562,3325/03/2026 6290/7 562,33 24/04/2026 6290/8 562,33 24/05/2026 6290/9 562,33 23/06/2026 6290/10 562,33 23/07/2026
6290/11 562,3322/08/2026 6290/12 562,33 21/09/2026
CÁLCULO DO IMPOSTO
BASE DE CÁLCULO DO ICMS: VALOR DO ICMS: BASE DE CÁLCULO ICMS ST: VALOR DO ICMS SUBSTITUIÇÃO: VALOR TOTAL DOS PRODUTOS:
0,00 0,00 0,00 0,00 6.748,00
VALOR DO FRETE: VALOR DO SEGURO: DESCONTO: OUTRAS DESP. ACES.: VALOR DO IPI: VALOR APROX. TRIB.: VALOR FCP VALOR TOTAL DA NOTA:
0,00 0,00 0,00 0,00 0,00 0,00 6.748,00
TRANSPORTADOR / VOLUMES TRANSPORTADOS
TRANSPORTADORA: FRETE POR CONTA: PLACA VEÍCULO: UF: C.N.P.J. / C.P.F.:
SEM OCORRENCIA TRANSPORTE
ENDEREÇO MUNICÍPIO: UF: INSCRIÇÃO ESTADUAL:
QUANTIDADE: ESPÉCIE: MARCA: NÚMERO PESO BRUTO: PESO LÍQUIDO:
DADOS DO PRODUTO / SERVIÇOS
CÓDIGO DESCRIÇÃO NCM CSOSNCFOP UN. QTD. VALOR UNIT. VALOR TOTAL BC ICMS VALORALIQ. VALOR TRIB.
ICMS ICMS FCP APROX.
19 MANUTENÇÃO E RECARGA EXTINTOR AGUA 10 LITROS 38130090 0102 5102 UN 90,00 20,00 1.800,00 0,00 0,00 0,00 0,00 0,00
13 MANUTENÇÃO E RECARGA EXTINTOR 4KG BC 38130090 0102 5102 UN 110,00 26,00 2.860,00 0,00 0,00 0,00 0,00 0,00
20 MANUTENÇÃO E RECARGA EXTINTOR 4KG CO2 38130090 0102 5102 UN 4,00 75,00 300,00 0,00 0,00 0,00 0,00 0,00
16 MANUTENÇÃO E RECARGA EXTINTOR 6KG CO2 38130090 0102 5102 UN 8,00 75,00 600,00 0,00 0,00 0,00 0,00 0,00
81 MANGUEIRA TESTE 1.1/2 59090000 0102 5102 UN 111,00 8,00 888,00 0,00 0,00 0,00 0,00 0,00
23 MANUTENÇÃO E RECARGA EXTINTOR BC 50KG 38130090 0102 5102 UN 1,00 300,00 300,00 0,00 0,00 0,00 0,00 0,00
INSCRIÇÃO MUNICIPAL: VALOR TOTAL DOS SERVIÇOS: BASE DE CALCULO DO ISSQN: VALOR DO ISSQN:
DADOS ADICIONAIS
INFORMAÇÕES COMPLEMENTARES: RESERVADO AO FISCO:
- DOCUMENTO EMITIDO POR EMPRESA ME OU EPP OPTANTE PELO SIMPLES NACIONAL - NAO GERA DIREITO A CREDITO DE ISS E
IPI - - PAGAMENTO: BOLETO - 12 X - VENDEDOR: HIAGO BUBENIK
RECEBEMOS DE BRAZIL COMERCIO E MANUTENÇÃO DE EXTINTORES EIRELI - ME OS PRODUTOS E/OU SERVIÇOS
NF-e
CONSTANTES DA NOTA FISCAL ELETRÔNICA INDICADA AO LADO. EMISSÃO: 26/09/2025 VALOR TOTAL: 6748,00
DESTINATÁRIO: PORTAL QUINTA DOS PINHEIROS Nº 6290
DATA DO RECEBIMENTO IDENTIFICAÇÃO E ASSINATURA DO RECEBEDOR
SÉRIE: 1",doc_59143_p1.pdf,
Anexo,22/04/2026,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 24/04/2026
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 562,33
Data de pagamento:
22/04/2026
Autenticação mecânica Pagamento realizado em espécie:
577827DA237FCF9DE30453AC675D5189F444942D Não
Operação efetuada em 22/04/2026 às 10:47:27 via Sispag, CTRL 002817768656477.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59143_p10.pdf,
Anexo,26/10/2025,Outros,"562,37",,doc_59143_p2.pdf,
